"id","make","model","year","class","trans","cyl","displ","hwy","cty","hwy.factor"
2732,"GMC","Safari 2WD (passenger)",1986,"van","Manual",4,2.5,24,18,2
2733,"GMC","Safari 2WD (passenger)",1986,"van","Manual",4,2.5,26,20,3
2734,"GMC","Safari 2WD (passenger)",1986,"van","Auto",6,4.3,20,15,2
2735,"GMC","Safari 2WD (passenger)",1986,"van","Manual",6,4.3,19,15,1
2736,"GMC","Safari 2WD (passenger)",1986,"van","Manual",6,4.3,21,15,2
3958,"GMC","Safari 2WD (passenger)",1987,"van","Auto",6,4.3,20,15,2
3959,"GMC","Safari 2WD (passenger)",1987,"van","Manual",6,4.3,21,15,2
5111,"GMC","Safari 2WD (passenger)",1988,"van","Auto",6,4.3,20,15,2
5112,"GMC","Safari 2WD (passenger)",1988,"van","Manual",6,4.3,22,15,2
6239,"GMC","Safari 2WD (passenger)",1989,"van","Auto",6,4.3,20,15,2
6240,"GMC","Safari 2WD (passenger)",1989,"van","Manual",6,4.3,22,15,2
29625,"GMC","Safari 2WD (passenger)",1990,"van","Auto",6,4.3,20,15,2
8416,"GMC","Safari 2WD (passenger)",1991,"van","Auto",6,4.3,20,15,2
9480,"GMC","Safari 2WD (passenger)",1992,"van","Auto",6,4.3,19,14,1
9481,"GMC","Safari 2WD (passenger)",1992,"van","Auto",6,4.3,20,15,2
10477,"GMC","Safari 2WD (passenger)",1993,"van","Auto",6,4.3,19,14,1
10478,"GMC","Safari 2WD (passenger)",1993,"van","Auto",6,4.3,20,15,2
11430,"GMC","Safari 2WD (passenger)",1994,"van","Auto",6,4.3,19,14,1
11431,"GMC","Safari 2WD (passenger)",1994,"van","Auto",6,4.3,20,15,2
12382,"GMC","Safari 2WD (passenger)",1995,"van","Auto",6,4.3,19,15,1
13128,"GMC","Safari 2WD (passenger)",1996,"van","Auto",6,4.3,19,15,1
13851,"GMC","Safari 2WD (passenger)",1997,"van","Auto",6,4.3,20,15,2
14620,"GMC","Safari 2WD (passenger)",1998,"van","Auto",6,4.3,18,14,1
15408,"GMC","Safari 2WD (passenger)",1999,"van","Auto",6,4.3,18,14,1
18982,"GMC","Safari 2WD Conversion (cargo)",2003,"van","Auto",6,4.3,18,13,1
20106,"GMC","Safari 2WD Conversion (cargo)",2004,"van","Auto",6,4.3,18,14,1
21208,"GMC","Safari 2WD Conversion (cargo)",2005,"van","Auto",6,4.3,19,14,1
16212,"GMC","Safari AWD (Passenger)",2000,"van","Auto",6,4.3,18,13,1
17084,"GMC","Safari AWD (Passenger)",2001,"van","Auto",6,4.3,17,13,1
18016,"GMC","Safari AWD (Passenger)",2002,"van","Auto",6,4.3,17,13,1
18997,"GMC","Safari AWD (Passenger)",2003,"van","Auto",6,4.3,16,12,1
20120,"GMC","Safari AWD (Passenger)",2004,"van","Auto",6,4.3,16,12,1
21222,"GMC","Safari AWD (Passenger)",2005,"van","Auto",6,4.3,16,12,1
7264,"GMC","Safari AWD (cargo)",1990,"van","Auto",6,4.3,20,15,2
8384,"GMC","Safari AWD (cargo)",1991,"van","Auto",6,4.3,20,15,2
9446,"GMC","Safari AWD (cargo)",1992,"van","Auto",6,4.3,20,14,2
9447,"GMC","Safari AWD (cargo)",1992,"van","Auto",6,4.3,20,14,2
10446,"GMC","Safari AWD (cargo)",1993,"van","Auto",6,4.3,20,14,2
11400,"GMC","Safari AWD (cargo)",1994,"van","Auto",6,4.3,19,15,1
12359,"GMC","Safari AWD (cargo)",1995,"van","Auto",6,4.3,20,15,2
13105,"GMC","Safari AWD (cargo)",1996,"van","Auto",6,4.3,20,15,2
13829,"GMC","Safari AWD (cargo)",1997,"van","Auto",6,4.3,20,15,2
14604,"GMC","Safari AWD (cargo)",1998,"van","Auto",6,4.3,19,14,1
15392,"GMC","Safari AWD (cargo)",1999,"van","Auto",6,4.3,19,14,1
16195,"GMC","Safari AWD (cargo)",2000,"van","Auto",6,4.3,18,14,1
17067,"GMC","Safari AWD (cargo)",2001,"van","Auto",6,4.3,18,14,1
18001,"GMC","Safari AWD (cargo)",2002,"van","Auto",6,4.3,18,14,1
18983,"GMC","Safari AWD (cargo)",2003,"van","Auto",6,4.3,18,14,1
20107,"GMC","Safari AWD (cargo)",2004,"van","Auto",6,4.3,18,14,1
21209,"GMC","Safari AWD (cargo)",2005,"van","Auto",6,4.3,18,14,1
7300,"GMC","Safari AWD (passenger)",1990,"van","Auto",6,4.3,18,15,1
8415,"GMC","Safari AWD (passenger)",1991,"van","Auto",6,4.3,18,14,1
9478,"GMC","Safari AWD (passenger)",1992,"van","Auto",6,4.3,18,14,1
9479,"GMC","Safari AWD (passenger)",1992,"van","Auto",6,4.3,18,14,1
10476,"GMC","Safari AWD (passenger)",1993,"van","Auto",6,4.3,18,14,1
11429,"GMC","Safari AWD (passenger)",1994,"van","Auto",6,4.3,17,14,1
12381,"GMC","Safari AWD (passenger)",1995,"van","Auto",6,4.3,17,14,1
13127,"GMC","Safari AWD (passenger)",1996,"van","Auto",6,4.3,17,14,1
13850,"GMC","Safari AWD (passenger)",1997,"van","Auto",6,4.3,17,14,1
14621,"GMC","Safari AWD (passenger)",1998,"van","Auto",6,4.3,18,14,1
15409,"GMC","Safari AWD (passenger)",1999,"van","Auto",6,4.3,18,14,1
18984,"GMC","Safari AWD Conversion (cargo)",2003,"van","Auto",6,4.3,16,12,1
20108,"GMC","Safari AWD Conversion (cargo)",2004,"van","Auto",6,4.3,16,12,1
21210,"GMC","Safari AWD Conversion (cargo)",2005,"van","Auto",6,4.3,16,12,1
20428,"GMC","Savana (cargo) (Bi-fuel)",2004,"van","Auto",8,6,15,11,1
18975,"GMC","Savana 15/25 2WD Conversion (cargo)",2003,"van","Auto",6,4.3,17,13,1
18976,"GMC","Savana 15/25 2WD Conversion (cargo)",2003,"van","Auto",8,5.3,17,12,1
20099,"GMC","Savana 15/25 2WD Conversion (cargo)",2004,"van","Auto",6,4.3,17,13,1
20100,"GMC","Savana 15/25 2WD Conversion (cargo)",2004,"van","Auto",8,5.3,18,14,1
21201,"GMC","Savana 15/25 2WD Conversion (cargo)",2005,"van","Auto",6,4.3,17,13,1
21202,"GMC","Savana 15/25 2WD Conversion (cargo)",2005,"van","Auto",8,5.3,17,13,1
22305,"GMC","Savana 15/25 2WD Conversion (cargo)",2006,"van","Auto",6,4.3,17,13,1
22306,"GMC","Savana 15/25 2WD Conversion (cargo)",2006,"van","Auto",8,5.3,17,13,1
23374,"GMC","Savana 15/25 2WD Conversion (cargo)",2007,"van","Auto",8,5.3,17,13,1
23437,"GMC","Savana 15/25 2WD Conversion (cargo)",2007,"van","Auto",8,5.3,16,12,1
24550,"GMC","Savana 15/25 2WD Conversion (cargo)",2008,"van","Auto",8,5.3,16,12,1
24722,"GMC","Savana 15/25 2WD Conversion (cargo)",2008,"van","Auto",8,5.3,16,12,1
18979,"GMC","Savana 15/25 AWD Conversion (cargo)",2003,"van","Auto",8,5.3,16,12,1
20103,"GMC","Savana 15/25 AWD Conversion (cargo)",2004,"van","Auto",8,5.3,17,13,1
21205,"GMC","Savana 15/25 AWD Conversion (cargo)",2005,"van","Auto",8,5.3,17,13,1
32438,"GMC","Savana 1500  2WD Conversion (cargo)",2013,"van","Auto",8,5.3,17,13,1
25758,"GMC","Savana 1500  AWD (cargo)",2009,"van","Auto",8,5.3,17,14,1
29433,"GMC","Savana 1500  AWD (cargo)",2010,"van","Auto",8,5.3,17,13,1
30484,"GMC","Savana 1500  AWD (cargo)",2011,"van","Auto",8,5.3,17,13,1
31277,"GMC","Savana 1500  AWD (cargo)",2012,"van","Auto",8,5.3,17,13,1
32439,"GMC","Savana 1500  AWD (cargo)",2013,"van","Auto",8,5.3,17,13,1
33700,"GMC","Savana 1500  AWD (cargo)",2014,"van","Auto",8,5.3,17,13,1
22309,"GMC","Savana 1500  AWD Conversion (cargo)",2006,"van","Auto",8,5.3,17,13,1
23375,"GMC","Savana 1500  AWD Conversion (cargo)",2007,"van","Auto",8,5.3,16,13,1
23442,"GMC","Savana 1500  AWD Conversion (cargo)",2007,"van","Auto",8,5.3,17,13,1
24553,"GMC","Savana 1500  AWD Conversion (cargo)",2008,"van","Auto",8,5.3,16,12,1
24724,"GMC","Savana 1500  AWD Conversion (cargo)",2008,"van","Auto",8,5.3,16,12,1
25757,"GMC","Savana 1500  AWD Conversion (cargo)",2009,"van","Auto",8,5.3,16,13,1
29434,"GMC","Savana 1500  AWD Conversion (cargo)",2010,"van","Auto",8,5.3,17,13,1
30485,"GMC","Savana 1500  AWD Conversion (cargo)",2011,"van","Auto",8,5.3,17,13,1
31278,"GMC","Savana 1500  AWD Conversion (cargo)",2012,"van","Auto",8,5.3,17,13,1
32440,"GMC","Savana 1500  AWD Conversion (cargo)",2013,"van","Auto",8,5.3,17,13,1
33701,"GMC","Savana 1500  AWD Conversion (cargo)",2014,"van","Auto",8,5.3,17,13,1
25753,"GMC","Savana 1500 2WD (Passenger)",2009,"van","Auto",8,5.3,16,13,1
26108,"GMC","Savana 1500 2WD (Passenger)",2009,"van","Auto",8,5.3,16,13,1
29437,"GMC","Savana 1500 2WD (Passenger)",2010,"van","Auto",8,5.3,17,13,1
30487,"GMC","Savana 1500 2WD (Passenger)",2011,"van","Auto",8,5.3,17,13,1
31281,"GMC","Savana 1500 2WD (Passenger)",2012,"van","Auto",8,5.3,17,13,1
32445,"GMC","Savana 1500 2WD (Passenger)",2013,"van","Auto",8,5.3,17,13,1
33709,"GMC","Savana 1500 2WD (Passenger)",2014,"van","Auto",8,5.3,17,13,1
30172,"GMC","Savana 1500 2WD (Passenger) MDPV",2011,"van","Auto",8,4.8,17,11,1
25751,"GMC","Savana 1500 2WD (cargo)",2009,"van","Auto",8,5.3,18,14,1
26101,"GMC","Savana 1500 2WD (cargo)",2009,"van","Auto",6,4.3,20,15,2
26102,"GMC","Savana 1500 2WD (cargo)",2009,"van","Auto",8,5.3,18,14,1
28724,"GMC","Savana 1500 2WD (cargo)",2010,"van","Auto",6,4.3,20,15,2
29431,"GMC","Savana 1500 2WD (cargo)",2010,"van","Auto",8,5.3,18,13,1
30170,"GMC","Savana 1500 2WD (cargo)",2011,"van","Auto",6,4.3,20,15,2
30474,"GMC","Savana 1500 2WD (cargo)",2011,"van","Auto",8,5.3,18,13,1
31275,"GMC","Savana 1500 2WD (cargo)",2012,"van","Auto",8,5.3,18,13,1
31459,"GMC","Savana 1500 2WD (cargo)",2012,"van","Auto",6,4.3,20,15,2
32436,"GMC","Savana 1500 2WD (cargo)",2013,"van","Auto",6,4.3,20,15,2
32437,"GMC","Savana 1500 2WD (cargo)",2013,"van","Auto",8,5.3,18,13,1
33697,"GMC","Savana 1500 2WD (cargo)",2014,"van","Auto",6,4.3,19,14,1
33698,"GMC","Savana 1500 2WD (cargo)",2014,"van","Auto",8,5.3,18,13,1
25752,"GMC","Savana 1500 2WD Conversion (cargo)",2009,"van","Auto",8,5.3,16,13,1
26103,"GMC","Savana 1500 2WD Conversion (cargo)",2009,"van","Auto",8,5.3,16,13,1
29432,"GMC","Savana 1500 2WD Conversion (cargo)",2010,"van","Auto",8,5.3,17,13,1
30475,"GMC","Savana 1500 2WD Conversion (cargo)",2011,"van","Auto",8,5.3,17,13,1
31276,"GMC","Savana 1500 2WD Conversion (cargo)",2012,"van","Auto",8,5.3,17,13,1
33699,"GMC","Savana 1500 2WD Conversion (cargo)",2014,"van","Auto",8,5.3,17,13,1
18995,"GMC","Savana 1500 AWD (Passenger)",2003,"van","Auto",8,5.3,16,12,1
20118,"GMC","Savana 1500 AWD (Passenger)",2004,"van","Auto",8,5.3,17,13,1
21220,"GMC","Savana 1500 AWD (Passenger)",2005,"van","Auto",8,5.3,17,13,1
22318,"GMC","Savana 1500 AWD (Passenger)",2006,"van","Auto",8,5.3,17,13,1
23379,"GMC","Savana 1500 AWD (Passenger)",2007,"van","Auto",8,5.3,16,13,1
23443,"GMC","Savana 1500 AWD (Passenger)",2007,"van","Auto",8,5.3,17,13,1
24558,"GMC","Savana 1500 AWD (Passenger)",2008,"van","Auto",8,5.3,16,12,1
24705,"GMC","Savana 1500 AWD (Passenger)",2008,"van","Auto",8,5.3,16,12,1
25759,"GMC","Savana 1500 AWD (Passenger)",2009,"van","Auto",8,5.3,16,13,1
26109,"GMC","Savana 1500 AWD (Passenger)",2009,"van","Auto",8,5.3,15,12,1
29438,"GMC","Savana 1500 AWD (Passenger)",2010,"van","Auto",8,5.3,17,13,1
30493,"GMC","Savana 1500 AWD (Passenger)",2011,"van","Auto",8,5.3,17,13,1
31282,"GMC","Savana 1500 AWD (Passenger)",2012,"van","Auto",8,5.3,17,13,1
32446,"GMC","Savana 1500 AWD (Passenger)",2013,"van","Auto",8,5.3,17,13,1
33710,"GMC","Savana 1500 AWD (Passenger)",2014,"van","Auto",8,5.3,17,13,1
26105,"GMC","Savana 1500 AWD (cargo)",2009,"van","Auto",8,5.3,17,14,1
26104,"GMC","Savana 1500 AWD Conversion (cargo)",2009,"van","Auto",8,5.3,15,12,1
17080,"GMC","Savana 1500/2500  2WD (Passenger)",2001,"van","Auto",6,4.3,16,13,1
17081,"GMC","Savana 1500/2500  2WD (Passenger)",2001,"van","Auto",8,5,16,13,1
17082,"GMC","Savana 1500/2500  2WD (Passenger)",2001,"van","Auto",8,5.7,16,12,1
16208,"GMC","Savana 1500/2500 2WD (Passenger)",2000,"van","Auto",6,4.3,16,13,1
16209,"GMC","Savana 1500/2500 2WD (Passenger)",2000,"van","Auto",8,5,16,13,1
16210,"GMC","Savana 1500/2500 2WD (Passenger)",2000,"van","Auto",8,5.7,17,12,1
18012,"GMC","Savana 1500/2500 2WD (Passenger)",2002,"van","Auto",6,4.3,16,13,1
18013,"GMC","Savana 1500/2500 2WD (Passenger)",2002,"van","Auto",8,5,17,13,1
18014,"GMC","Savana 1500/2500 2WD (Passenger)",2002,"van","Auto",8,5.7,16,12,1
18993,"GMC","Savana 1500/2500 2WD (Passenger)",2003,"van","Auto",6,4.3,18,13,1
18994,"GMC","Savana 1500/2500 2WD (Passenger)",2003,"van","Auto",8,5.3,17,12,1
20116,"GMC","Savana 1500/2500 2WD (Passenger)",2004,"van","Auto",6,4.3,18,13,1
20117,"GMC","Savana 1500/2500 2WD (Passenger)",2004,"van","Auto",8,5.3,18,14,1
21218,"GMC","Savana 1500/2500 2WD (Passenger)",2005,"van","Auto",6,4.3,18,13,1
21219,"GMC","Savana 1500/2500 2WD (Passenger)",2005,"van","Auto",8,5.3,17,13,1
22316,"GMC","Savana 1500/2500 2WD (Passenger)",2006,"van","Auto",6,4.3,18,13,1
22317,"GMC","Savana 1500/2500 2WD (Passenger)",2006,"van","Auto",8,5.3,17,13,1
23378,"GMC","Savana 1500/2500 2WD (Passenger)",2007,"van","Auto",8,5.3,17,13,1
23446,"GMC","Savana 1500/2500 2WD (Passenger)",2007,"van","Auto",8,5.3,16,12,1
24557,"GMC","Savana 1500/2500 2WD (Passenger)",2008,"van","Auto",8,5.3,16,12,1
24704,"GMC","Savana 1500/2500 2WD (Passenger)",2008,"van","Auto",8,5.3,16,12,1
13102,"GMC","Savana 1500/2500 2WD (cargo)",1996,"van","Auto",6,4.3,17,14,1
13103,"GMC","Savana 1500/2500 2WD (cargo)",1996,"van","Auto",8,5,17,13,1
13104,"GMC","Savana 1500/2500 2WD (cargo)",1996,"van","Auto",8,5.7,16,12,1
13826,"GMC","Savana 1500/2500 2WD (cargo)",1997,"van","Auto",6,4.3,17,14,1
13827,"GMC","Savana 1500/2500 2WD (cargo)",1997,"van","Auto",8,5,17,13,1
13828,"GMC","Savana 1500/2500 2WD (cargo)",1997,"van","Auto",8,5.7,17,13,1
14600,"GMC","Savana 1500/2500 2WD (cargo)",1998,"van","Auto",6,4.3,18,13,1
14601,"GMC","Savana 1500/2500 2WD (cargo)",1998,"van","Auto",8,5,18,13,1
14602,"GMC","Savana 1500/2500 2WD (cargo)",1998,"van","Auto",8,5.7,17,13,1
15388,"GMC","Savana 1500/2500 2WD (cargo)",1999,"van","Auto",6,4.3,18,13,1
15389,"GMC","Savana 1500/2500 2WD (cargo)",1999,"van","Auto",8,5,17,13,1
15390,"GMC","Savana 1500/2500 2WD (cargo)",1999,"van","Auto",8,5.7,16,12,1
16191,"GMC","Savana 1500/2500 2WD (cargo)",2000,"van","Auto",6,4.3,17,13,1
16192,"GMC","Savana 1500/2500 2WD (cargo)",2000,"van","Auto",8,5,17,13,1
16193,"GMC","Savana 1500/2500 2WD (cargo)",2000,"van","Auto",8,5.7,16,12,1
17063,"GMC","Savana 1500/2500 2WD (cargo)",2001,"van","Auto",6,4.3,17,13,1
17064,"GMC","Savana 1500/2500 2WD (cargo)",2001,"van","Auto",8,5,17,13,1
17065,"GMC","Savana 1500/2500 2WD (cargo)",2001,"van","Auto",8,5.7,16,12,1
17997,"GMC","Savana 1500/2500 2WD (cargo)",2002,"van","Auto",6,4.3,17,13,1
17998,"GMC","Savana 1500/2500 2WD (cargo)",2002,"van","Auto",8,5,17,13,1
17999,"GMC","Savana 1500/2500 2WD (cargo)",2002,"van","Auto",8,5.7,16,12,1
18977,"GMC","Savana 1500/2500 2WD (cargo)",2003,"van","Auto",6,4.3,18,13,1
18978,"GMC","Savana 1500/2500 2WD (cargo)",2003,"van","Auto",8,5.3,17,13,1
20101,"GMC","Savana 1500/2500 2WD (cargo)",2004,"van","Auto",6,4.3,18,14,1
20102,"GMC","Savana 1500/2500 2WD (cargo)",2004,"van","Auto",8,5.3,17,13,1
21203,"GMC","Savana 1500/2500 2WD (cargo)",2005,"van","Auto",6,4.3,18,14,1
21204,"GMC","Savana 1500/2500 2WD (cargo)",2005,"van","Auto",8,5.3,19,14,1
22307,"GMC","Savana 1500/2500 2WD (cargo)",2006,"van","Auto",6,4.3,18,14,1
22308,"GMC","Savana 1500/2500 2WD (cargo)",2006,"van","Auto",8,5.3,19,14,1
22928,"GMC","Savana 1500/2500 2WD (cargo)",2007,"van","Auto",6,4.3,19,14,1
22929,"GMC","Savana 1500/2500 2WD (cargo)",2007,"van","Auto",8,5.3,19,14,1
23051,"GMC","Savana 1500/2500 2WD (cargo)",2007,"van","Auto",8,5.3,19,14,1
24551,"GMC","Savana 1500/2500 2WD (cargo)",2008,"van","Auto",6,4.3,20,15,2
24552,"GMC","Savana 1500/2500 2WD (cargo)",2008,"van","Auto",8,5.3,18,14,1
24723,"GMC","Savana 1500/2500 2WD (cargo)",2008,"van","Auto",8,5.3,18,14,1
13124,"GMC","Savana 1500/2500 2WD (passenger)",1996,"van","Auto",6,4.3,17,14,1
13125,"GMC","Savana 1500/2500 2WD (passenger)",1996,"van","Auto",8,5,16,11,1
13126,"GMC","Savana 1500/2500 2WD (passenger)",1996,"van","Auto",8,5.7,17,12,1
13847,"GMC","Savana 1500/2500 2WD (passenger)",1997,"van","Auto",6,4.3,17,14,1
13848,"GMC","Savana 1500/2500 2WD (passenger)",1997,"van","Auto",8,5,17,13,1
13849,"GMC","Savana 1500/2500 2WD (passenger)",1997,"van","Auto",8,5.7,17,12,1
14617,"GMC","Savana 1500/2500 2WD (passenger)",1998,"van","Auto",6,4.3,17,13,1
14618,"GMC","Savana 1500/2500 2WD (passenger)",1998,"van","Auto",8,5,16,13,1
14619,"GMC","Savana 1500/2500 2WD (passenger)",1998,"van","Auto",8,5.7,17,12,1
15405,"GMC","Savana 1500/2500 2WD (passenger)",1999,"van","Auto",6,4.3,18,13,1
15406,"GMC","Savana 1500/2500 2WD (passenger)",1999,"van","Auto",8,5,16,13,1
15407,"GMC","Savana 1500/2500 2WD (passenger)",1999,"van","Auto",8,5.7,17,12,1
18980,"GMC","Savana 1500/2500 AWD (cargo)",2003,"van","Auto",8,5.3,16,12,1
20104,"GMC","Savana 1500/2500 AWD (cargo)",2004,"van","Auto",8,5.3,17,13,1
21206,"GMC","Savana 1500/2500 AWD (cargo)",2005,"van","Auto",8,5.3,17,13,1
22310,"GMC","Savana 1500/2500 AWD (cargo)",2006,"van","Auto",8,5.3,17,13,1
22930,"GMC","Savana 1500/2500 AWD (cargo)",2007,"van","Auto",8,5.3,17,13,1
23444,"GMC","Savana 1500/2500 AWD (cargo)",2007,"van","Auto",8,5.3,17,13,1
24554,"GMC","Savana 1500/2500 AWD (cargo)",2008,"van","Auto",8,5.3,17,13,1
24725,"GMC","Savana 1500/2500 AWD (cargo)",2008,"van","Auto",8,5.3,17,13,1
30490,"GMC","Savana 2500 2WD (Passenger) MDPV",2011,"van","Auto",8,6,16,11,1
31889,"GMC","Savana 2500 2WD (Passenger) MDPV",2012,"van","Auto",8,4.8,17,11,1
31891,"GMC","Savana 2500 2WD (Passenger) MDPV",2012,"van","Auto",8,6,16,11,1
32444,"GMC","Savana 2500 2WD (Passenger) MDPV",2013,"van","Auto",8,4.8,17,11,1
32506,"GMC","Savana 2500 2WD (Passenger) MDPV",2013,"van","Auto",8,6,16,11,1
33711,"GMC","Savana 2500 2WD (Passenger) MDPV",2014,"van","Auto",8,4.8,17,11,1
33713,"GMC","Savana 2500 2WD (Passenger) MDPV",2014,"van","Auto",8,6,16,11,1
30480,"GMC","Savana 2500 2WD (cargo) MDPV",2011,"van","Auto",8,6,16,10,1
31879,"GMC","Savana 2500 2WD (cargo) MDPV",2012,"van","Auto",8,6,15,10,1
30479,"GMC","Savana 2500 2WD Conversion (cargo)",2011,"van","Auto",8,6,16,10,1
31878,"GMC","Savana 2500 2WD Conversion (cargo)",2012,"van","Auto",8,6,15,10,1
32501,"GMC","Savana 2500 2WD Conversion (cargo) MDPV",2013,"van","Auto",8,6,15,10,1
33702,"GMC","Savana 2500 2WD Conversion (cargo) MDPV",2014,"van","Auto",8,6,15,10,1
30491,"GMC","Savana 3500 2WD (Passenger) MDPV",2011,"van","Auto",8,6,16,11,1
31890,"GMC","Savana 3500 2WD (Passenger) MDPV",2012,"van","Auto",8,4.8,17,11,1
31892,"GMC","Savana 3500 2WD (Passenger) MDPV",2012,"van","Auto",8,6,15,10,1
32505,"GMC","Savana 3500 2WD (Passenger) MDPV",2013,"van","Auto",8,4.8,17,11,1
32507,"GMC","Savana 3500 2WD (Passenger) MDPV",2013,"van","Auto",8,6,16,11,1
33712,"GMC","Savana 3500 2WD (Passenger) MDPV",2014,"van","Auto",8,4.8,17,11,1
33714,"GMC","Savana 3500 2WD (Passenger) MDPV",2014,"van","Auto",8,6,16,11,1
30481,"GMC","Savana 3500 2WD (cargo) MDPV",2011,"van","Auto",8,6,16,10,1
31880,"GMC","Savana 3500 2WD (cargo) MDPV",2012,"van","Auto",8,6,14,10,1
20432,"GMC","Savana Cargo (dedicated CNG)",2004,"van","Auto",8,6,15,11,1
20429,"GMC","Savana Passenger (Bi-fuel)",2004,"van","Auto",8,6,15,11,1
20433,"GMC","Savana Passenger (dedicated CNG)",2004,"van","Auto",8,6,15,11,1
19992,"GMC","Sierra 15 Hybrid 2WD",2004,"pickup","Auto",8,5.3,19,16,1
21117,"GMC","Sierra 15 Hybrid 2WD",2005,"pickup","Auto",8,5.3,19,16,1
22199,"GMC","Sierra 15 Hybrid 2WD",2006,"pickup","Auto",8,5.3,19,16,1
25582,"GMC","Sierra 15 Hybrid 2WD",2009,"pickup","Auto",8,6,22,21,2
29769,"GMC","Sierra 15 Hybrid 2WD",2010,"pickup","Auto",8,6,22,21,2
30459,"GMC","Sierra 15 Hybrid 2WD",2011,"pickup","Auto",8,6,23,20,2
31857,"GMC","Sierra 15 Hybrid 2WD",2012,"pickup","Auto",8,6,23,20,2
32627,"GMC","Sierra 15 Hybrid 2WD",2013,"pickup","Auto",8,6,23,20,2
20065,"GMC","Sierra 15 Hybrid 4WD",2004,"pickup","Auto",8,5.3,17,15,1
21174,"GMC","Sierra 15 Hybrid 4WD",2005,"pickup","Auto",8,5.3,18,15,1
22273,"GMC","Sierra 15 Hybrid 4WD",2006,"pickup","Auto",8,5.3,18,15,1
25590,"GMC","Sierra 15 Hybrid 4WD",2009,"pickup","Auto",8,6,20,20,2
29778,"GMC","Sierra 15 Hybrid 4WD",2010,"pickup","Auto",8,6,22,21,2
30467,"GMC","Sierra 15 Hybrid 4WD",2011,"pickup","Auto",8,6,23,20,2
31864,"GMC","Sierra 15 Hybrid 4WD",2012,"pickup","Auto",8,6,23,20,2
32629,"GMC","Sierra 15 Hybrid 4WD",2013,"pickup","Auto",8,6,23,20,2
6025,"GMC","Sierra 1500 2WD",1989,"pickup","Auto",6,4.3,16,15,1
6026,"GMC","Sierra 1500 2WD",1989,"pickup","Auto",6,4.3,20,15,2
6027,"GMC","Sierra 1500 2WD",1989,"pickup","Manual",6,4.3,20,16,2
6028,"GMC","Sierra 1500 2WD",1989,"pickup","Manual",6,4.3,22,15,2
6029,"GMC","Sierra 1500 2WD",1989,"pickup","Auto",8,5,14,13,1
6030,"GMC","Sierra 1500 2WD",1989,"pickup","Auto",8,5,19,13,1
6031,"GMC","Sierra 1500 2WD",1989,"pickup","Manual",8,5,19,13,1
6032,"GMC","Sierra 1500 2WD",1989,"pickup","Auto",8,5.7,18,14,1
6033,"GMC","Sierra 1500 2WD",1989,"pickup","Manual",8,5.7,16,12,1
6034,"GMC","Sierra 1500 2WD",1989,"pickup","Manual",8,5.7,18,12,1
6035,"GMC","Sierra 1500 2WD",1989,"pickup","Auto",8,6.2,23,17,2
6036,"GMC","Sierra 1500 2WD",1989,"pickup","Manual",8,6.2,18,16,1
7082,"GMC","Sierra 1500 2WD",1990,"pickup","Auto",6,4.3,19,16,1
7083,"GMC","Sierra 1500 2WD",1990,"pickup","Manual",6,4.3,19,16,1
7084,"GMC","Sierra 1500 2WD",1990,"pickup","Manual",6,4.3,22,16,2
7085,"GMC","Sierra 1500 2WD",1990,"pickup","Auto",8,5,15,14,1
7086,"GMC","Sierra 1500 2WD",1990,"pickup","Auto",8,5,18,14,1
7087,"GMC","Sierra 1500 2WD",1990,"pickup","Manual",8,5,19,14,1
7088,"GMC","Sierra 1500 2WD",1990,"pickup","Auto",8,5.7,18,14,1
7089,"GMC","Sierra 1500 2WD",1990,"pickup","Manual",8,5.7,13,11,1
7090,"GMC","Sierra 1500 2WD",1990,"pickup","Manual",8,5.7,17,12,1
7091,"GMC","Sierra 1500 2WD",1990,"pickup","Auto",8,6.2,22,16,2
7092,"GMC","Sierra 1500 2WD",1990,"pickup","Manual",8,6.2,20,17,2
8209,"GMC","Sierra 1500 2WD",1991,"pickup","Auto",6,4.3,20,15,2
8210,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",6,4.3,19,16,1
8211,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",6,4.3,21,15,2
8212,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",6,4.3,20,15,2
8213,"GMC","Sierra 1500 2WD",1991,"pickup","Auto",8,5,17,14,1
8214,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",8,5,19,14,1
8215,"GMC","Sierra 1500 2WD",1991,"pickup","Auto",8,5.7,18,14,1
8216,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",8,5.7,15,12,1
8217,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",8,5.7,18,12,1
8218,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",8,5.7,17,12,1
8219,"GMC","Sierra 1500 2WD",1991,"pickup","Auto",8,6.2,22,16,2
8220,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",8,6.2,19,17,1
8221,"GMC","Sierra 1500 2WD",1991,"pickup","Manual",8,6.2,23,18,2
9286,"GMC","Sierra 1500 2WD",1992,"pickup","Auto",6,4.3,20,15,2
9287,"GMC","Sierra 1500 2WD",1992,"pickup","Manual",6,4.3,21,16,2
9288,"GMC","Sierra 1500 2WD",1992,"pickup","Manual",6,4.3,20,15,2
9289,"GMC","Sierra 1500 2WD",1992,"pickup","Auto",8,5,17,14,1
